item_id,order_id,product_id,quantity,unit_price,discount_percent,final_price,total_amount,profit
57,32,3,1,55000,20,44000,44000,4799.38
58,33,25,2,3499,0,3499,6998,2068.86
59,33,17,3,7999,20,6399.2,19197.6,2067.69
60,33,35,2,299,10,269.1,538.2,127.42
61,34,29,1,14999,15,12749.15,12749.15,2989.95
62,34,32,1,349,10,314.1,314.1,80.79
63,34,3,1,55000,0,55000,55000,15799.38
64,35,35,1,299,15,254.15,254.15,48.76
65,36,14,2,699,5,664.05,1328.1,498.3
66,37,14,1,699,0,699,699,284.1
67,37,35,2,299,0,299,598,187.22
68,37,28,1,1899,15,1614.15,1614.15,505.67
69,38,6,1,1299,0,1299,1299,529.94
70,39,5,3,22000,5,20900,62700,26051.85
71,39,15,1,1399,15,1189.15,1189.15,331.97
72,40,26,1,5999,0,5999,5999,2316.8
73,41,8,1,12999,15,11049.15,11049.15,2526.65
74,42,5,2,22000,0,22000,44000,19567.9
75,42,3,1,55000,10,49500,49500,10299.38
76,43,20,1,32000,0,32000,32000,13509.11
77,44,29,1,14999,15,12749.15,12749.15,2989.95
78,44,25,1,3499,0,3499,3499,1034.43
79,45,9,2,17999,20,14399.2,28798.4,7539.68
80,45,26,1,5999,15,5099.15,5099.15,1416.95
81,46,24,3,2199,0,2199,6597,2322.9
82,47,10,1,2499,10,2249.1,2249.1,673.47
83,47,8,1,12999,10,11699.1,11699.1,3176.6
84,48,6,1,1299,15,1104.15,1104.15,335.09
85,48,20,3,32000,0,32000,96000,40527.33
86,49,33,1,299,0,299,299,119.22
87,50,17,1,7999,0,7999,7999,2289.03
88,51,4,1,42000,0,42000,42000,18612.56
89,51,30,1,175,0,175,175,54.04
90,52,13,2,2999,5,2849.05,5698.1,1925.02
91,53,23,1,21000,0,21000,21000,6133.87
92,53,9,3,17999,0,17999,53997,22108.92
93,53,16,1,3499,0,3499,3499,1214.15
94,53,7,1,3499,0,3499,3499,1075.35
95,54,10,2,2499,5,2374.05,4748.1,1596.84
96,54,24,1,2199,0,2199,2199,774.3
97,55,15,2,1399,15,1189.15,2378.3,663.94
98,56,24,1,2199,15,1869.15,1869.15,444.45
99,57,31,1,599,0,599,599,244.82
100,58,32,1,349,10,314.1,314.1,80.79
101,58,7,1,3499,0,3499,3499,1075.35
102,59,9,1,17999,15,15299.15,15299.15,4669.79
103,59,35,1,299,0,299,299,93.61
104,59,13,2,2999,20,2399.2,4798.4,1025.32
105,60,2,2,14999,0,14999,29998,13149.16
106,60,26,3,5999,10,5399.1,16197.3,5150.7
107,61,35,1,299,20,239.2,239.2,33.81
108,62,26,1,5999,20,4799.2,4799.2,1117
109,63,19,1,18999,10,17099.1,17099.1,4137.51
110,63,9,1,17999,0,17999,17999,7369.64
111,64,33,1,299,0,299,299,119.22
112,65,11,1,799,0,799,799,344.01
113,65,33,1,299,10,269.1,269.1,89.32
114,65,9,1,17999,0,17999,17999,7369.64
115,66,31,1,599,20,479.2,479.2,125.02
116,66,23,1,21000,0,21000,21000,6133.87
117,67,15,1,1399,0,1399,1399,541.82
118,68,24,1,2199,5,2089.05,2089.05,664.35
119,68,25,2,3499,0,3499,6998,2068.86
120,69,21,2,4999,0,4999,9998,3970.44
121,69,7,1,3499,10,3149.1,3149.1,725.45
122,69,34,1,249,15,211.65,211.65,45.74
123,69,18,1,24999,10,22499.1,22499.1,5696.75
124,70,5,1,22000,0,22000,22000,9783.95
125,70,34,1,249,0,249,249,83.09
126,71,23,2,21000,0,21000,42000,12267.74
127,71,32,1,349,0,349,349,115.69
128,71,31,1,599,0,599,599,244.82
129,72,5,1,22000,0,22000,22000,9783.95
130,73,12,1,1199,10,1079.1,1079.1,226.47
131,74,8,1,12999,0,12999,12999,4476.5
132,74,15,2,1399,5,1329.05,2658.1,943.74
133,75,31,1,599,15,509.15,509.15,154.97
134,75,14,2,699,0,699,1398,568.2
135,76,9,1,17999,0,17999,17999,7369.64
136,77,33,1,299,10,269.1,269.1,89.32
137,78,11,1,799,0,799,799,344.01
138,79,26,2,5999,15,5099.15,10198.3,2833.9
139,79,2,1,14999,0,14999,14999,6574.58
140,80,14,2,699,0,699,1398,568.2
141,80,29,1,14999,5,14249.05,14249.05,4489.85
142,80,31,1,599,20,479.2,479.2,125.02
143,81,12,1,1199,15,1019.15,1019.15,166.52
144,81,33,1,299,5,284.05,284.05,104.27
145,82,5,1,22000,0,22000,22000,9783.95
146,82,15,1,1399,0,1399,1399,541.82
147,83,34,2,249,10,224.1,448.2,116.38
148,84,10,1,2499,10,2249.1,2249.1,673.47
149,84,7,1,3499,20,2799.2,2799.2,375.55
150,85,8,1,12999,0,12999,12999,4476.5
151,85,6,3,1299,10,1169.1,3507.3,1200.12
152,86,28,1,1899,0,1899,1899,790.52
153,86,34,1,249,5,236.55,236.55,70.64
154,86,27,1,1499,20,1199.2,1199.2,134.84
155,87,25,1,3499,20,2799.2,2799.2,334.63
156,88,7,1,3499,5,3324.05,3324.05,900.4
157,88,28,2,1899,20,1519.2,3038.4,821.44
158,89,6,1,1299,10,1169.1,1169.1,400.04
159,90,13,1,2999,15,2549.15,2549.15,662.61
160,91,1,1,18999,0,18999,18999,7825.35
161,92,34,1,249,15,211.65,211.65,45.74
162,93,21,1,4999,0,4999,4999,1985.22
163,94,17,1,7999,10,7199.1,7199.1,1489.13
164,95,24,1,2199,15,1869.15,1869.15,444.45
165,96,26,2,5999,5,5699.05,11398.1,4033.7
166,97,31,1,599,10,539.1,539.1,184.92
167,97,12,1,1199,0,1199,1199,346.37
168,98,23,2,21000,5,19950,39900,10167.74
169,99,9,2,17999,15,15299.15,30598.3,9339.58
170,100,15,1,1399,15,1189.15,1189.15,331.97
171,101,7,1,3499,0,3499,3499,1075.35
172,101,14,2,699,10,629.1,1258.2,428.4
173,101,33,1,299,15,254.15,254.15,74.37
174,102,4,1,42000,15,35700,35700,12312.56
175,103,6,2,1299,5,1234.05,2468.1,929.98
176,104,28,1,1899,0,1899,1899,790.52
177,104,6,1,1299,0,1299,1299,529.94
178,104,5,2,22000,5,20900,41800,17367.9
179,105,34,2,249,10,224.1,448.2,116.38
180,105,19,1,18999,20,15199.2,15199.2,2237.61
181,106,12,1,1199,5,1139.05,1139.05,286.42
182,107,1,1,18999,15,16149.15,16149.15,4975.5
183,108,34,1,249,10,224.1,224.1,58.19
184,108,19,1,18999,15,16149.15,16149.15,3187.56
185,108,13,1,2999,0,2999,2999,1112.46
186,109,3,1,55000,15,46750,46750,7549.38
187,110,11,1,799,0,799,799,344.01
188,111,23,1,21000,0,21000,21000,6133.87
189,111,26,1,5999,15,5099.15,5099.15,1416.95
190,112,6,2,1299,10,1169.1,2338.2,800.08
191,112,19,3,18999,0,18999,56997,18112.23
192,113,18,1,24999,0,24999,24999,8196.65
193,114,26,1,5999,0,5999,5999,2316.8
194,115,33,1,299,0,299,299,119.22
195,116,22,2,8999,0,8999,17998,6328.52
196,116,8,2,12999,20,10399.2,20798.4,3753.4
197,117,17,1,7999,5,7599.05,7599.05,1889.08
198,118,31,2,599,20,479.2,958.4,250.04
199,119,30,1,175,10,157.5,157.5,36.54
200,120,2,1,14999,0,14999,14999,6574.58
201,121,15,1,1399,0,1399,1399,541.82
202,122,27,1,1499,15,1274.15,1274.15,209.79
203,122,23,2,21000,0,21000,42000,12267.74
204,122,34,1,249,5,236.55,236.55,70.64
205,123,22,1,8999,0,8999,8999,3164.26
206,123,5,1,22000,0,22000,22000,9783.95
207,124,18,1,24999,15,21249.15,21249.15,4446.8
208,125,13,2,2999,0,2999,5998,2224.92
209,125,32,2,349,20,279.2,558.4,91.78
210,126,15,1,1399,0,1399,1399,541.82
211,127,23,1,21000,0,21000,21000,6133.87
212,127,10,1,2499,15,2124.15,2124.15,548.52
213,127,7,1,3499,0,3499,3499,1075.35
214,128,35,2,299,0,299,598,187.22
215,128,3,1,55000,5,52250,52250,13049.38
216,129,18,3,24999,10,22499.1,67497.3,17090.25
217,129,32,1,349,0,349,349,115.69
218,129,12,2,1199,0,1199,2398,692.74
219,130,28,1,1899,10,1709.1,1709.1,600.62
220,131,23,1,21000,15,17850,17850,2983.87
221,132,30,1,175,5,166.25,166.25,45.29
222,132,8,1,12999,0,12999,12999,4476.5
223,133,14,1,699,0,699,699,284.1
224,134,21,1,4999,20,3999.2,3999.2,985.42
225,135,17,1,7999,0,7999,7999,2289.03
226,136,31,3,599,0,599,1797,734.46
227,137,32,1,349,5,331.55,331.55,98.24
228,138,24,1,2199,0,2199,2199,774.3
229,138,26,1,5999,10,5399.1,5399.1,1716.9
230,139,7,2,3499,10,3149.1,6298.2,1450.9
231,139,18,1,24999,5,23749.05,23749.05,6946.7
232,140,10,1,2499,0,2499,2499,923.37
233,141,32,1,349,20,279.2,279.2,45.89
234,142,35,2,299,0,299,598,187.22
235,142,21,1,4999,20,3999.2,3999.2,985.42
236,143,26,1,5999,0,5999,5999,2316.8
237,143,7,1,3499,0,3499,3499,1075.35
238,144,7,1,3499,0,3499,3499,1075.35
239,145,24,1,2199,20,1759.2,1759.2,334.5
240,146,17,1,7999,5,7599.05,7599.05,1889.08
241,147,8,1,12999,15,11049.15,11049.15,2526.65
242,148,13,1,2999,15,2549.15,2549.15,662.61
243,149,12,1,1199,15,1019.15,1019.15,166.52
244,149,19,1,18999,20,15199.2,15199.2,2237.61
245,150,6,1,1299,5,1234.05,1234.05,464.99
246,150,25,1,3499,0,3499,3499,1034.43
247,151,22,2,8999,0,8999,17998,6328.52
248,151,27,1,1499,0,1499,1499,434.64
249,151,26,1,5999,0,5999,5999,2316.8
250,152,18,1,24999,5,23749.05,23749.05,6946.7
251,152,26,2,5999,0,5999,11998,4633.6
252,153,34,1,249,0,249,249,83.09
253,153,29,2,14999,0,14999,29998,10479.6
254,154,17,1,7999,5,7599.05,7599.05,1889.08
255,154,6,1,1299,0,1299,1299,529.94
256,155,31,2,599,10,539.1,1078.2,369.84
257,155,4,2,42000,0,42000,84000,37225.12
258,155,2,1,14999,10,13499.1,13499.1,5074.68
259,156,25,1,3499,0,3499,3499,1034.43
260,157,29,1,14999,20,11999.2,11999.2,2240
261,157,9,1,17999,0,17999,17999,7369.64
262,158,21,1,4999,20,3999.2,3999.2,985.42
263,158,31,1,599,0,599,599,244.82
264,159,9,1,17999,10,16199.1,16199.1,5569.74
265,159,35,1,299,15,254.15,254.15,48.76
266,160,28,1,1899,10,1709.1,1709.1,600.62
267,160,34,1,249,0,249,249,83.09
268,161,15,2,1399,5,1329.05,2658.1,943.74
269,162,27,1,1499,0,1499,1499,434.64
270,163,34,2,249,20,199.2,398.4,66.58
271,164,9,1,17999,5,17099.05,17099.05,6469.69
272,165,32,1,349,20,279.2,279.2,45.89
273,165,31,1,599,0,599,599,244.82
274,166,1,1,18999,10,17099.1,17099.1,5925.45
275,166,24,1,2199,0,2199,2199,774.3
276,167,25,2,3499,0,3499,6998,2068.86
277,168,28,1,1899,10,1709.1,1709.1,600.62
278,169,18,1,24999,10,22499.1,22499.1,5696.75
279,169,19,2,18999,5,18049.05,36098.1,10174.92
280,170,5,1,22000,0,22000,22000,9783.95
281,171,30,1,175,0,175,175,54.04
282,172,32,1,349,0,349,349,115.69
283,172,13,1,2999,10,2699.1,2699.1,812.56
284,173,7,1,3499,0,3499,3499,1075.35
285,174,1,1,18999,0,18999,18999,7825.35
286,174,15,1,1399,0,1399,1399,541.82
287,175,27,1,1499,20,1199.2,1199.2,134.84
288,176,24,1,2199,20,1759.2,1759.2,334.5
289,177,3,1,55000,20,44000,44000,4799.38
290,178,10,1,2499,20,1999.2,1999.2,423.57
291,179,26,1,5999,5,5699.05,5699.05,2016.85
292,180,17,2,7999,20,6399.2,12798.4,1378.46
293,181,16,1,3499,5,3324.05,3324.05,1039.2
294,182,16,2,3499,0,3499,6998,2428.3
295,183,7,1,3499,0,3499,3499,1075.35
296,184,20,3,32000,0,32000,96000,40527.33
297,185,3,1,55000,5,52250,52250,13049.38
298,185,34,1,249,0,249,249,83.09
299,186,4,2,42000,0,42000,84000,37225.12
300,187,16,1,3499,0,3499,3499,1214.15
301,187,28,1,1899,5,1804.05,1804.05,695.57
302,187,21,2,4999,0,4999,9998,3970.44
303,187,1,3,18999,10,17099.1,51297.3,17776.35
304,188,31,1,599,0,599,599,244.82
305,188,10,1,2499,5,2374.05,2374.05,798.42
306,189,22,3,8999,20,7199.2,21597.6,4093.38
307,190,4,1,42000,15,35700,35700,12312.56
308,190,23,1,21000,0,21000,21000,6133.87
309,191,15,1,1399,10,1259.1,1259.1,401.92
310,192,23,2,21000,0,21000,42000,12267.74
311,192,29,1,14999,0,14999,14999,5239.8
312,193,17,1,7999,5,7599.05,7599.05,1889.08
313,193,3,1,55000,10,49500,49500,10299.38
314,194,13,1,2999,0,2999,2999,1112.46
315,194,12,2,1199,0,1199,2398,692.74
316,195,11,1,799,0,799,799,344.01
317,195,5,2,22000,10,19800,39600,15167.9
318,195,34,1,249,0,249,249,83.09
319,196,33,1,299,0,299,299,119.22
320,197,24,2,2199,15,1869.15,3738.3,888.9
321,197,16,3,3499,20,2799.2,8397.6,1543.05
322,197,21,1,4999,10,4499.1,4499.1,1485.32
323,198,10,1,2499,15,2124.15,2124.15,548.52
324,198,19,1,18999,0,18999,18999,6037.41
325,199,5,2,22000,0,22000,44000,19567.9
326,199,3,1,55000,0,55000,55000,15799.38
327,200,32,1,349,0,349,349,115.69
328,201,25,1,3499,15,2974.15,2974.15,509.58
329,201,32,1,349,0,349,349,115.69
330,202,5,1,22000,0,22000,22000,9783.95
331,203,6,2,1299,0,1299,2598,1059.88
332,203,30,1,175,15,148.75,148.75,27.79
333,204,27,2,1499,0,1499,2998,869.28
334,204,24,1,2199,15,1869.15,1869.15,444.45
335,204,4,1,42000,0,42000,42000,18612.56
336,205,14,3,699,0,699,2097,852.3
337,206,15,1,1399,0,1399,1399,541.82
338,207,16,1,3499,0,3499,3499,1214.15
339,208,27,2,1499,10,1349.1,2698.2,569.48
340,208,7,1,3499,5,3324.05,3324.05,900.4
341,209,28,1,1899,0,1899,1899,790.52
342,209,7,1,3499,10,3149.1,3149.1,725.45
343,210,11,1,799,10,719.1,719.1,264.11
344,211,23,3,21000,10,18900,56700,12101.61
345,212,21,2,4999,0,4999,9998,3970.44
346,212,24,1,2199,10,1979.1,1979.1,554.4
347,212,27,1,1499,5,1424.05,1424.05,359.69
348,212,28,2,1899,15,1614.15,3228.3,1011.34
349,213,29,1,14999,5,14249.05,14249.05,4489.85
350,214,3,3,55000,10,49500,148500,30898.14
351,215,9,3,17999,0,17999,53997,22108.92
352,216,1,1,18999,0,18999,18999,7825.35
353,217,21,1,4999,20,3999.2,3999.2,985.42
354,218,18,3,24999,10,22499.1,67497.3,17090.25
355,219,10,1,2499,0,2499,2499,923.37
356,219,7,1,3499,0,3499,3499,1075.35
357,220,16,1,3499,20,2799.2,2799.2,514.35
358,221,26,1,5999,0,5999,5999,2316.8
359,222,21,1,4999,20,3999.2,3999.2,985.42
360,222,31,2,599,15,509.15,1018.3,309.94
361,223,7,1,3499,20,2799.2,2799.2,375.55
362,223,20,1,32000,0,32000,32000,13509.11
363,224,22,2,8999,5,8549.05,17098.1,5428.62
364,224,23,1,21000,20,16800,16800,1933.87
365,225,15,2,1399,20,1119.2,2238.4,524.04
366,226,1,1,18999,10,17099.1,17099.1,5925.45
367,226,25,1,3499,10,3149.1,3149.1,684.53
368,227,21,1,4999,0,4999,4999,1985.22
369,227,33,1,299,15,254.15,254.15,74.37
370,228,29,1,14999,20,11999.2,11999.2,2240
371,228,33,1,299,0,299,299,119.22
372,228,6,1,1299,5,1234.05,1234.05,464.99
373,228,15,1,1399,0,1399,1399,541.82
374,229,17,1,7999,5,7599.05,7599.05,1889.08
375,229,6,2,1299,0,1299,2598,1059.88
376,230,31,1,599,15,509.15,509.15,154.97
377,230,13,1,2999,10,2699.1,2699.1,812.56
378,231,34,1,249,0,249,249,83.09
379,231,16,2,3499,0,3499,6998,2428.3
380,232,6,1,1299,5,1234.05,1234.05,464.99
381,232,8,1,12999,0,12999,12999,4476.5
382,233,2,2,14999,0,14999,29998,13149.16
383,234,29,1,14999,0,14999,14999,5239.8
384,234,10,1,2499,15,2124.15,2124.15,548.52
385,234,3,2,55000,0,55000,110000,31598.76
386,234,15,2,1399,0,1399,2798,1083.64
387,235,10,1,2499,20,1999.2,1999.2,423.57
388,235,19,1,18999,5,18049.05,18049.05,5087.46
389,235,1,1,18999,0,18999,18999,7825.35
390,236,35,1,299,10,269.1,269.1,63.71
391,237,17,1,7999,0,7999,7999,2289.03
392,237,31,1,599,15,509.15,509.15,154.97
393,238,34,1,249,0,249,249,83.09
394,239,4,1,42000,20,33600,33600,10212.56
395,240,18,1,24999,0,24999,24999,8196.65
396,240,4,1,42000,15,35700,35700,12312.56
397,241,24,2,2199,0,2199,4398,1548.6
398,242,25,1,3499,5,3324.05,3324.05,859.48
399,243,7,1,3499,10,3149.1,3149.1,725.45
400,243,21,1,4999,0,4999,4999,1985.22
401,244,30,1,175,15,148.75,148.75,27.79
402,245,16,3,3499,0,3499,10497,3642.45
403,246,26,2,5999,0,5999,11998,4633.6
404,247,23,1,21000,0,21000,21000,6133.87
405,248,16,1,3499,0,3499,3499,1214.15
406,248,33,1,299,5,284.05,284.05,104.27
407,249,2,1,14999,5,14249.05,14249.05,5824.63
408,249,18,1,24999,0,24999,24999,8196.65
409,249,15,2,1399,10,1259.1,2518.2,803.84
410,250,15,1,1399,10,1259.1,1259.1,401.92
411,251,20,3,32000,0,32000,96000,40527.33
412,252,9,1,17999,0,17999,17999,7369.64
413,253,35,1,299,0,299,299,93.61
414,254,20,1,32000,20,25600,25600,7109.11
415,254,34,1,249,10,224.1,224.1,58.19
416,254,9,3,17999,0,17999,53997,22108.92
417,255,35,3,299,0,299,897,280.83
418,256,10,2,2499,20,1999.2,3998.4,847.14
419,257,27,3,1499,0,1499,4497,1303.92
420,258,18,1,24999,0,24999,24999,8196.65
421,259,12,1,1199,10,1079.1,1079.1,226.47
422,260,15,1,1399,15,1189.15,1189.15,331.97
423,260,2,2,14999,0,14999,29998,13149.16
424,261,31,1,599,5,569.05,569.05,214.87
425,261,24,1,2199,0,2199,2199,774.3
426,262,15,1,1399,20,1119.2,1119.2,262.02
427,263,18,2,24999,0,24999,49998,16393.3
428,263,27,1,1499,5,1424.05,1424.05,359.69
429,263,15,2,1399,5,1329.05,2658.1,943.74
430,263,13,1,2999,20,2399.2,2399.2,512.66
431,264,16,1,3499,20,2799.2,2799.2,514.35
432,265,3,1,55000,20,44000,44000,4799.38
433,266,21,1,4999,15,4249.15,4249.15,1235.37
434,267,35,1,299,15,254.15,254.15,48.76
435,267,34,2,249,10,224.1,448.2,116.38
436,268,30,2,175,0,175,350,108.08
437,269,16,1,3499,15,2974.15,2974.15,689.3
438,269,34,1,249,5,236.55,236.55,70.64
439,269,35,1,299,15,254.15,254.15,48.76
440,270,4,1,42000,5,39900,39900,16512.56
441,271,20,2,32000,0,32000,64000,27018.22
442,272,28,1,1899,0,1899,1899,790.52
443,273,10,2,2499,5,2374.05,4748.1,1596.84
444,273,30,1,175,10,157.5,157.5,36.54
445,274,35,1,299,5,284.05,284.05,78.66
446,275,2,1,14999,10,13499.1,13499.1,5074.68
447,276,13,2,2999,0,2999,5998,2224.92
448,277,11,2,799,0,799,1598,688.02
449,278,6,1,1299,5,1234.05,1234.05,464.99
450,279,24,1,2199,15,1869.15,1869.15,444.45
451,280,33,1,299,0,299,299,119.22
452,281,25,1,3499,0,3499,3499,1034.43
453,282,10,2,2499,0,2499,4998,1846.74
454,282,11,1,799,0,799,799,344.01
455,282,12,2,1199,5,1139.05,2278.1,572.84
456,283,12,1,1199,0,1199,1199,346.37
457,284,1,2,18999,10,17099.1,34198.2,11850.9
458,284,17,2,7999,10,7199.1,14398.2,2978.26
459,284,30,2,175,0,175,350,108.08
460,284,32,1,349,15,296.65,296.65,63.34
461,285,27,1,1499,10,1349.1,1349.1,284.74
462,286,1,1,18999,10,17099.1,17099.1,5925.45
463,287,14,1,699,0,699,699,284.1
464,288,23,1,21000,20,16800,16800,1933.87
465,289,20,1,32000,0,32000,32000,13509.11
466,290,27,3,1499,0,1499,4497,1303.92
467,291,12,2,1199,0,1199,2398,692.74
468,291,30,3,175,0,175,525,162.12
469,292,20,1,32000,5,30400,30400,11909.11
470,293,28,1,1899,0,1899,1899,790.52
471,293,5,1,22000,0,22000,22000,9783.95
472,293,19,1,18999,5,18049.05,18049.05,5087.46
473,294,14,1,699,15,594.15,594.15,179.25
474,294,4,3,42000,10,37800,113400,43237.68
475,295,31,1,599,10,539.1,539.1,184.92
476,295,19,3,18999,0,18999,56997,18112.23
477,295,28,3,1899,10,1709.1,5127.3,1801.86
478,295,21,1,4999,10,4499.1,4499.1,1485.32
479,296,32,1,349,0,349,349,115.69
480,297,15,1,1399,0,1399,1399,541.82
481,297,19,1,18999,20,15199.2,15199.2,2237.61
482,297,13,1,2999,20,2399.2,2399.2,512.66
483,298,27,1,1499,0,1499,1499,434.64
484,299,14,1,699,0,699,699,284.1
485,300,17,1,7999,10,7199.1,7199.1,1489.13
486,300,5,1,22000,20,17600,17600,5383.95
487,301,22,1,8999,15,7649.15,7649.15,1814.41
488,302,2,1,14999,20,11999.2,11999.2,3574.78
489,302,12,1,1199,15,1019.15,1019.15,166.52
490,303,31,2,599,15,509.15,1018.3,309.94
491,304,10,1,2499,20,1999.2,1999.2,423.57
492,305,35,2,299,5,284.05,568.1,157.32
493,306,27,2,1499,0,1499,2998,869.28
494,306,4,1,42000,15,35700,35700,12312.56
495,307,35,1,299,10,269.1,269.1,63.71
496,308,23,3,21000,0,21000,63000,18401.61
497,308,5,2,22000,0,22000,44000,19567.9
498,309,25,1,3499,20,2799.2,2799.2,334.63
499,310,25,1,3499,0,3499,3499,1034.43
500,311,20,1,32000,0,32000,32000,13509.11
501,311,21,1,4999,0,4999,4999,1985.22
502,311,3,1,55000,20,44000,44000,4799.38
503,312,14,1,699,20,559.2,559.2,144.3
504,312,34,1,249,0,249,249,83.09
505,312,20,3,32000,5,30400,91200,35727.33
506,312,12,1,1199,20,959.2,959.2,106.57
507,313,31,3,599,0,599,1797,734.46
508,314,31,2,599,10,539.1,1078.2,369.84
509,315,21,1,4999,20,3999.2,3999.2,985.42
510,316,34,1,249,0,249,249,83.09
511,317,3,1,55000,15,46750,46750,7549.38
512,318,8,3,12999,15,11049.15,33147.45,7579.95
513,318,1,2,18999,20,15199.2,30398.4,8051.1
514,318,20,1,32000,5,30400,30400,11909.11
515,319,3,1,55000,20,44000,44000,4799.38
516,320,20,1,32000,0,32000,32000,13509.11
517,320,2,1,14999,0,14999,14999,6574.58
518,321,13,1,2999,10,2699.1,2699.1,812.56
519,322,29,1,14999,0,14999,14999,5239.8
520,323,18,1,24999,10,22499.1,22499.1,5696.75
521,324,7,1,3499,10,3149.1,3149.1,725.45
522,324,14,1,699,0,699,699,284.1
523,325,19,1,18999,0,18999,18999,6037.41
524,326,22,1,8999,0,8999,8999,3164.26
525,327,31,3,599,0,599,1797,734.46
526,328,4,1,42000,5,39900,39900,16512.56
527,329,29,1,14999,0,14999,14999,5239.8
528,330,13,2,2999,15,2549.15,5098.3,1325.22
529,331,6,1,1299,20,1039.2,1039.2,270.14
530,331,30,3,175,5,166.25,498.75,135.87
531,331,9,1,17999,0,17999,17999,7369.64
532,332,30,1,175,0,175,175,54.04
533,332,31,1,599,10,539.1,539.1,184.92
534,333,24,1,2199,15,1869.15,1869.15,444.45
535,334,22,1,8999,0,8999,8999,3164.26
536,334,21,1,4999,0,4999,4999,1985.22
537,334,30,1,175,20,140,140,19.04
538,335,23,1,21000,0,21000,21000,6133.87
539,336,26,1,5999,15,5099.15,5099.15,1416.95
540,336,7,1,3499,0,3499,3499,1075.35
541,337,26,1,5999,0,5999,5999,2316.8
542,337,27,1,1499,5,1424.05,1424.05,359.69
543,338,22,1,8999,15,7649.15,7649.15,1814.41
544,339,28,1,1899,0,1899,1899,790.52
545,339,22,1,8999,15,7649.15,7649.15,1814.41
546,340,32,1,349,10,314.1,314.1,80.79
547,341,7,2,3499,0,3499,6998,2150.7
548,342,26,1,5999,0,5999,5999,2316.8
549,343,25,1,3499,15,2974.15,2974.15,509.58
550,343,21,1,4999,0,4999,4999,1985.22
551,344,1,1,18999,5,18049.05,18049.05,6875.4
552,344,10,1,2499,5,2374.05,2374.05,798.42
553,344,29,1,14999,15,12749.15,12749.15,2989.95
554,345,20,3,32000,10,28800,86400,30927.33
555,345,28,1,1899,10,1709.1,1709.1,600.62
556,345,23,1,21000,0,21000,21000,6133.87
557,346,4,2,42000,20,33600,67200,20425.12
558,346,24,3,2199,0,2199,6597,2322.9
559,346,1,2,18999,20,15199.2,30398.4,8051.1
560,347,28,2,1899,5,1804.05,3608.1,1391.14
561,348,25,1,3499,10,3149.1,3149.1,684.53
